时间,姓名,内容,阅读,评论,,,,,
2021/4/18 15:16,极米科技资讯,极米科技：近况跟踪&2020A年报点评:行业新,4657,2,,,,,
2021/4/18 15:05,两融追踪,融资融券周汇总：极米科技本周融资净偿还16,278,0,,,,,
2021/4/18 12:09,万事生财de唐晨,双顶,282,0,,,,,
2021/4/17 21:15,年年高升得赛娅,极米真不是一般的黑，股票想炒炒可以，但产,663,3,,,,,
2021/4/17 17:14,龙抬头之股往金来,这是什么玩意？想笑确笑不出来。,285,0,,,,,
2021/4/17 9:13,游客股民,什么玩意儿，股价虚胖，韭菜俱乐部，互相割,260,0,,,,,
2021/4/17 7:53,极米科技资讯,极米科技(688696)融资融券信息(04-16),97,0,,,,,
2021/4/16 21:20,安娜与老村长,极米h1用了差不多四五年了，确实不错，看过,813,1,,,,,
2021/4/16 18:45,极米科技资讯,全年业绩向好，盈利能力大幅提升,3157,4,,,,,
2021/4/16 18:30,极米科技资讯,最新个股研报精选：这只股获三大机构同时关,1030,1,,,,,
2021/4/16 15:04,早点休息巴,他将超越极米科技,2617,3,,,,,
2021/4/16 14:55,耙耳朵朵,看到那个1000手的托单没有。我去,252,1,,,,,
2021/4/16 14:21,金玉民丰de李秋水,不涨停，涨不停，涨停就是该出货了,276,0,,,,,
2021/4/16 14:11,执守一方,趋势不会看吗？还要卖？第一目标625。,417,0,,,,,
2021/4/16 13:27,极米科技资讯,中泰证券维持极米科技买入评级 2020年报点,565,1,,,,,
2021/4/16 10:50,霸气龙腾总舵主,极米科技，业绩高增长，高分红！技术回踩到,418,0,,,,,
2021/4/16 10:39,XQJXGGD,极米刚刚的好！,143,0,,,,,
2021/4/16 10:35,极米科技资讯,2020年报点评：海外爆发，盈利高增,3003,0,,,,,
2021/4/16 10:12,霸气龙腾总舵主,极米科技，又一高价新贵！继续看涨，千元可,835,0,,,,,
2021/4/16 9:19,极米科技资讯,688696:成都极米科技股份有限公司2020年年度利润分配,1309,6,,,,,
2021/4/16 8:56,极米科技资讯,688696:成都极米科技股份有限公司独立董事关于第一届,494,4,,,,,
2021/4/16 8:07,股友n5568Y1507,年报出了，感觉还可以，有没有可能今天来个中阳线？,218,0,,,,,
2021/4/16 7:42,智云心安,不送股、利空出尽,279,0,,,,,
2021/4/16 7:12,极米科技资讯,极米科技2020年净利同比增长188% 拟10派16元,373,1,,,,,
2021/4/16 0:17,Cassy1,问下极米发行价是多少[鼓掌],124,0,,,,,
2021/4/15 23:52,梦想人生L,下跌原因已经看到！,147,0,,,,,
2021/4/15 22:55,低价买进做个T,年报10送20,332,2,,,,,
2021/4/15 22:33,股友P3ygF8,吉比特十股派120元，你五佰多的股价每十股派16元真的,239,0,,,,,
2021/4/15 21:19,股友r9zBEO,明天必涨3个点以上,437,10,,,,,
2021/4/15 21:04,极米科技资讯,极米科技：补选廖传均为公司第一届监事会职工代表监事,226,0,,,,,
2021/4/15 21:00,极米科技资讯,极米科技：补选廖传均为公司第一届监事会职工代表监事,174,0,,,,,
2021/4/15 20:56,极米科技资讯,极米科技年度报告：2020年净利润同比增长188% 拟10派1,300,0,,,,,
2021/4/15 20:49,极米科技资讯,688696:成都极米科技股份有限公司第一届监事会第六次,317,0,,,,,
2021/4/15 20:49,极米科技资讯,688696:成都极米科技股份有限公司章程,404,0,,,,,
2021/4/15 20:49,极米科技资讯,688696:成都极米科技股份有限公司关于补选董事的公告,303,0,,,,,
2021/4/15 20:49,极米科技资讯,688696:成都极米科技股份有限公司2021年度对外担保额,295,0,,,,,
2021/4/15 20:49,极米科技资讯,688696:成都极米科技股份有限公司董事会审计委员会202,226,0,,,,,
2021/4/15 20:49,极米科技资讯,688696:成都极米科技股份有限公司2020年年度报告摘要,544,0,,,,,
2021/4/15 20:49,极米科技资讯,688696:成都极米科技股份有限公司关于2021年度日常关,268,0,,,,,
2021/4/15 20:49,极米科技资讯,688696:被担保人最近一期财务报表,248,0,,,,,
2021/4/15 20:49,极米科技资讯,688696:成都极米科技股份有限公司关于变更职工代表监,273,0,,,,,
2021/4/15 20:49,极米科技资讯,688696:成都极米科技股份有限公司2020年度独立董事述,524,0,,,,,
2021/4/15 20:49,极米科技资讯,688696:成都极米科技股份有限公司续聘会计师事务所公,278,0,,,,,
2021/4/15 20:49,极米科技资讯,688696:中国国际金融股份有限公司关于成都极米科技股,255,0,,,,,
2021/4/15 20:00,股友n5568Y1507,今晚发年报还是明晚？,346,2,,,,,
2021/4/15 16:01,牛股再出发,会走出恒玄上市后的走势，都是定价太高的原因,391,3,,,,,
2021/4/15 12:17,海洋一虚竹,极米科技股！谁买谁赔钱！一个破投影机，没有利润！让,253,3,,,,,
2021/4/15 11:53,马踏飞燕15,极米科技向光峰科技购买的专利生产的，显然光峰科技后,1245,1,,,,,
2021/4/15 11:02,暖阳花香微风,把缺口补上,171,0,,,,,
2021/4/15 10:40,牧野之声,等待500以下的机会,318,3,,,,,
2021/4/15 10:26,心中已无股,500见！,187,0,,,,,
2021/4/15 8:13,走过好望角,极米科技收评……今天虽然收红，但是中继形态高价股，,586,6,,,,,
2021/4/15 3:43,智云心安,明天出年报，十送二十有吗？,302,3,,,,,
2021/4/14 19:14,发财哥研报,极米科技，开盘180，第二天到150。。科创板没有流动性,2143,23,,,,,
2021/4/14 16:53,财鸟的财,所有融资融券者死。所有自有资金买卖股票者赢。 此令,248,0,,,,,
2021/4/14 14:42,佐罗大黑马,持仓分析$极米科技(SH688696)$，昨日有加仓。中线应继,368,3,,,,,
2021/4/14 14:11,tusimply,可以下杀了，空狗们,171,0,,,,,
2021/4/14 13:49,tusimply,做空的，做好爆仓的准备。,157,0,,,,,
2021/4/14 12:59,极米科技资讯,天风证券首予极米科技买入评级：智能投影设备龙头 新,627,1,,,,,
2021/4/14 12:28,财鸟的财,我就知道我不能说我买了,174,0,,,,,
2021/4/14 10:46,赢家不通吃,资金做多意愿不强，卖出,150,1,,,,,
2021/4/14 9:45,极米科技资讯,极米科技(688696)融资融券信息(04-13),376,1,,,,,
2021/4/14 9:15,股友r9zBEO,发个交易单爆锤走过好望角,434,4,,,,,
2021/4/13 23:27,皮股民一个,今天潮起来！涨停！,227,2,,,,,
2021/4/13 22:51,走过好望角,极米科技收评……几天前就说到顶了，你还贪婪的等1800,495,14,,,,,
2021/4/13 19:01,股友bmt7jA,原始股东进来看看,358,3,,,,,
2021/4/13 17:47,定报披露提示,极米科技预计明日收盘后（周四晚）披露年报,638,2,,,,,
2021/4/13 14:27,执守一方,散户力量大[赞]都是你们自己两手两手压下来的[抱拳],294,0,,,,,
2021/4/13 12:52,心中已无股,参考石头科技走势！,408,1,,,,,
2021/4/13 10:32,热点游击大队长,清光光卖光光极米科技换股光刻机第一股芯碁微装，一股,907,2,,,,,
2021/4/13 10:08,极米科技资讯,极米科技：融资净买入1389.54万元，融资余额2.68亿元,387,1,,,,,
2021/4/13 9:41,海洋一虚竹,你们看看极米科技股！谁买谁赔钱！,167,0,,,,,
2021/4/12 23:27,走过好望角,观点明确，旗帜鲜明。谁今天让你买，你可以直接拉黑他,410,4,,,,,
2021/4/12 21:04,实时更新,没有核心技术，注定要回调了，这个社会只靠组装机怎么,275,2,,,,,
2021/4/12 19:44,佐罗大黑马,持仓分析$极米科技(SH688696)$，前高处有震荡需求，不,567,3,,,,,
2021/4/12 19:19,极米科技资讯,极米科技：公司目前未涉足投影芯片领域,1486,9,,,,,
2021/4/12 16:21,牛诸仙,高价抱团股再次瓦解大跌！极米：箱顶下跌,232,0,,,,,
2021/4/12 15:41,股友iueUMZ,明天反包,227,0,,,,,
2021/4/12 12:26,走过好望角,获利的建议出了,247,0,,,,,
2021/4/12 11:34,多财富贵的周瑜,回调实属正常700见,241,1,,,,,
2021/4/12 11:13,春天1978,一个一个的玩完，先从股市开始,166,0,,,,,
2021/4/12 10:14,石瓢紫砂壶,补口！哈哈哈,177,0,,,,,
2021/4/12 6:40,佐罗大黑马,持仓分析$极米科技(SH688696)$，今天总算是没有延续之,445,1,,,,,
2021/4/11 15:04,两融追踪,极米科技本周融资净买入7357.97万元，居电子元件板块,439,0,,,,,
2021/4/11 14:14,牧野之声,预测极米股价波动区间,6359,60,,,,,
2021/4/11 14:11,只看KD,这是什么意思？【证监会对中金公司及赵言、黄钦出具警,3828,9,,,,,
2021/4/10 21:24,老U,请开始你的表演,521,4,,,,,
2021/4/10 21:07,觅牛者001,大家不要看有些人的帖子，蒙对一次就当股神专家。看好,450,2,,,,,
2021/4/10 19:15,极米科技资讯,极米科技：融资净偿还786.53万元，融资余额2.54亿元（,535,1,,,,,
2021/4/10 10:37,极米科技资讯,极米vs坚果、安克：稳扎稳打造就稳固优势,5244,6,,,,,
2021/4/9 21:47,股友85N662y733,这货如果不在近期创新低，要把钟老板气死。,251,1,,,,,
2021/4/9 20:50,山谷里的美,大家等VR第一股，达瑞电子出来去搞吧,623,2,,,,,
2021/4/9 18:22,白强操盘手,买这股的人都不认识一个字一一死。,389,2,,,,,
2021/4/9 15:26,石瓢紫砂壶,收盘价588.88元以下！！！哈哈哈,311,1,,,,,
2021/4/9 14:31,游击队司令,即将翻绿快跑688696,290,3,,,,,
2021/4/9 14:27,多财富贵的周瑜,600+收盘,179,0,,,,,
2021/4/9 14:09,高抛低吸8龙精,没放量！还会涨！,370,0,,,,,
2021/4/9 13:39,高抛低吸8龙精,天天涨不停，不涨停！,319,0,,,,,
2021/4/9 13:10,皮股民一个,451买，615卖。不留恋，等515,308,2,,,,,
2021/4/9 12:17,Bufferos,这票公司和主力配合的真好！,307,2,,,,,
2021/4/9 11:57,万金聚财,海信旗下vidaa品牌进入智能投影，利用激光技术下沉进,219,0,,,,,
2021/4/9 11:28,红桃77777,加油[俏皮],188,0,,,,,
2021/4/9 11:24,暖阳花香微风,今日600站稳就很了,256,2,,,,,
2021/4/9 11:14,花开纳福A1,加油,186,0,,,,,
2021/4/9 10:45,马踏飞燕15,平头顶，闪电逃命！！！,187,0,,,,,
2021/4/9 10:00,石瓢紫砂壶,主力拉高出货！尾盘见耐心等待小底点,247,2,,,,,
2021/4/9 9:43,石瓢紫砂壶,小虫虫！！！哈哈哈,173,0,,,,,
2021/4/9 7:52,极米科技资讯,极米科技：连续3日融资净买入累计8144.5万元（04-08）,322,0,,,,,
2021/4/9 7:29,皮股民一个,今天到680,235,0,,,,,
2021/4/8 19:19,走过好望角,极米科技收评……缩量，长上影，接近前高。60分钟指标,739,3,,,,,
2021/4/8 18:56,佐罗大黑马,持仓分析$极米科技(SH688696)$，前高近在咫尺，持股不,274,0,,,,,
2021/4/8 16:42,走过好望角,1，看注册时长，刚注册几天，从来没发过贴子，像下面,352,3,,,,,
2021/4/8 15:35,啥最无聊,机构合作愉快。,219,0,,,,,
2021/4/8 14:48,石瓢紫砂壶,抛光！哈哈哈,237,0,,,,,
2021/4/8 14:19,皮股民一个,拉几个涨停，走一下图形，就出来了,254,0,,,,,
2021/4/8 13:18,石瓢紫砂壶,拉高出货危危险观望！！！,232,0,,,,,
2021/4/8 12:28,激视光电,提前布局JMGO坚果，这个厂家也快上市了…,337,1,,,,,
2021/4/8 12:15,皮股民一个,这股被主力故意打压吸筹，终于一飞冲天！加油涨停1600,297,1,,,,,
2021/4/8 11:55,股友1155r226U5,1000元股,208,0,,,,,
2021/4/8 11:51,Crewe_Lesper,有科创板的朋友，去科创板里找找股票。,204,0,,,,,
2021/4/8 11:37,w一j4309,已满仓，加油,193,1,,,,,
2021/4/8 11:28,代号C88,你们抛，我来接,137,0,,,,,
2021/4/8 11:09,高抛低吸8龙精,千元指日可待,166,0,,,,,
2021/4/8 10:49,Bufferos,真强！盘子大就是有资金玩,163,0,,,,,
2021/4/8 10:29,暖阳花香微风,今天能否破新高,140,0,,,,,
2021/4/8 9:49,股友qa2j0a5265,洗洗更健康,220,0,,,,,
2021/4/8 9:01,走过好望角,我昨天明确点了极米会大涨，早盘可进，有几,552,8,,,,,
2021/4/8 7:35,极米科技资讯,极米科技：融资净买入1652.14万元，融资余,348,0,,,,,
2021/4/7 23:06,在线捉妖,确认过股价，是我买不起的股,230,0,,,,,
2021/4/7 21:20,支付圈的朋友,32届奥运会火炬已经开始传递了，投影仪会越,419,2,,,,,
2021/4/7 20:09,极米科技资讯,业绩大超预期，新品新光机助力高增长,4391,3,,,,,
2021/4/7 18:20,皮股民一个,今天560明天650,355,2,,,,,
2021/4/7 16:59,极米科技资讯,一季度业绩超预期,5155,1,,,,,
2021/4/7 16:58,极米科技资讯,公司信息更新报告：Q1业绩预增公告超市场预,3841,2,,,,,
2021/4/7 16:54,极米科技资讯,业绩高增长，行业红利正当时,3657,3,,,,,
2021/4/7 15:56,三精新股狙击手,上市新股，请你相信三精的能量法则,6457,76,,,,,
2021/4/7 15:14,n1433603757ff4f1,688606,206,0,,,,,
2021/4/7 14:41,一生何求2040,清仓了，加仓中望软件,260,0,,,,,
2021/4/7 14:31,莫辰蒿8887,极米科技,333,0,,,,,
2021/4/7 13:32,招财猫财富攻,你对高薪可能有些误解……,24148,3,,,,,
2021/4/7 13:05,家在浙江7623,太跑吧，这垃圾股价太高了，下午暴跌到500,240,0,,,,,
2021/4/7 12:35,极米科技股友,请问贵司2021年一季报预计何时披露？,514,0,,,,,
2021/4/7 11:27,云588,今天尾盘先撤了，看好这个股，但是这股尿性就是长阳以,732,8,,,,,
2021/4/7 10:59,皮股民一个,有一种上涨，叫做不回调上涨,251,0,,,,,
2021/4/7 10:53,小小小镰刀,这种投影机真的有什么科技含量、都是上市骗钱的，一地,201,0,,,,,
2021/4/7 10:50,junjian1999,这个股50元倒是有投资价值，现在这个价格，你觉得有价,152,0,,,,,
2021/4/7 10:48,多财富贵的周瑜,今日期待破600关口,158,0,,,,,
2021/4/7 10:31,猛虎一下山,今天是否给大家来一个涨停！加油加油⋯,156,0,,,,,
2021/4/7 10:14,股友TcCKR3,承认你牛比，没有坚守你,188,0,,,,,
2021/4/7 10:00,zhenghang119,彪悍,165,0,,,,,
2021/4/7 9:56,XQJXGGD,感谢极米！！！,163,0,,,,,
2021/4/7 9:47,wqhnsy123,成交量太大,191,0,,,,,
2021/4/7 9:38,getrich8888,你们掩护，我先撤了！,163,0,,,,,
2021/4/7 9:32,走过好望角,明天极米科技操作建议。。。。。。高开后逢高全出。一,510,6,,,,,
2021/4/7 9:28,高抛低吸8龙精,高开高走，20m,207,0,,,,,
2021/4/7 9:20,智云心安,20厘米涨停,155,0,,,,,
2021/4/7 8:57,欢乐嫩韭菜,我已不是幼稚的少年,3791,8,,,,,
2021/4/7 7:34,皮股民一个,今天涨停加油加油加油,244,1,,,,,
2021/4/6 22:28,北京胡同串子,就这么个带病上市的烂公司，居然股价能到500块。什么,223,0,,,,,
2021/4/6 21:15,股友P1I2HA,明天只要不高开15个点我就梭哈进！,308,1,,,,,
2021/4/6 20:41,海洋一虚竹,董事辞职让弄进去！,187,0,,,,,
2021/4/6 20:01,极米科技资讯,极米科技一季度净利预增96%,387,0,,,,,
2021/4/6 19:38,觅牛者001,一帮，猜中了就以为自己是股神，哈哈,382,4,,,,,
2021/4/6 19:35,leslie11,明天涨停！特大利好！本来预增20%！最多现在增加90%！,347,0,,,,,
2021/4/6 18:56,极米科技资讯,极米科技：预计2021年第一季度净利润8484.97万元 同比,464,0,,,,,
2021/4/6 18:37,极米科技资讯,688696:北京金杜(成都)律师事务所关于成都极米科技股,557,0,,,,,
2021/4/6 18:35,股友gvvzEj,暴跌来袭,239,1,,,,,
2021/4/6 17:52,佐罗大黑马,$极米科技(SH688696)$，能否脱离底部区，仍不确定。持,266,0,,,,,
2021/4/6 16:53,皮股民一个,521我爱你,173,0,,,,,
2021/4/6 16:43,快乐的小二逼,女孩们告诉我极米科技现在是几块钱[微笑][大笑],551,7,,,,,
2021/4/6 16:24,高抛低吸8龙精,进入来了！三个月见！全仓！,226,1,,,,,
2021/4/6 15:12,走过好望角,我昨天说的极米，有几个跟的？呵呵垃圾太多，不说了,237,0,,,,,
2021/4/6 15:02,一路小跑准备收钱,不看好极米的，低价割了去追高别的股又被套的，麻烦你,220,0,,,,,
2021/4/6 14:52,皮股民一个,600以下都是抄底买买买,170,0,,,,,
2021/4/6 14:45,高抛低吸8龙精,长线！不急！,171,0,,,,,
2021/4/6 14:36,高抛低吸8龙精,冲刺,158,0,,,,,
2021/4/6 14:15,必回,可能515又要熄火,201,0,,,,,
2021/4/6 14:07,海洋一虚竹,胡说八道,173,0,,,,,
2021/4/6 14:06,财鸟的财,几米科技股价上千是吃早的事。,261,0,,,,,
2021/4/6 13:50,云588,今天多少人T飞了,214,1,,,,,
2021/4/6 13:40,多财富贵的周瑜,今天500,200,2,,,,,
2021/4/6 12:15,走过好望角,极米科技的收评阅读量达到了创纪录的600+,329,2,,,,,
2021/4/6 10:43,皮股民一个,涨停板吧,181,0,,,,,
2021/4/6 10:30,云588,主力很狡猾,182,0,,,,,
2021/4/6 10:13,石瓢紫砂壶,出货！哈哈哈,157,0,,,,,
2021/4/6 9:30,皮股民一个,上520！,175,0,,,,,
2021/4/5 19:55,走过好望角,从极米科技的阅读量说起……极米科技上市第一周我发的,528,0,,,,,
2021/4/5 15:06,两融追踪,极米科技本周融资净偿还4435.88万元，居电子元件板块,397,0,,,,,
2021/4/5 13:39,极米科技资讯,智能微投龙头，实现大屏自由,5715,8,,,,,
2021/4/5 9:22,走过好望角,极米科技收评和下周操作建议……周线收红星,687,3,,,,,
2021/4/4 15:31,摩羯商业评论,带病上市一个月，“大肉签”极米科技的难言,7372,13,,,,,
2021/4/4 14:05,走过好望角,本周极米科技收评和下周操作建议……周线收,528,2,,,,,
2021/4/4 7:48,智头条,智头条：3月智能圈投融资大事记：极米、涂,3164,0,,,,,
2021/4/3 7:52,极米科技资讯,极米科技：连续7日融资净偿还累计7848.49万,473,0,,,,,
2021/4/2 19:20,丿灬李默然,早盘看法，这么小的量，冲这么高，今天能稳,273,1,,,,,
2021/4/2 15:22,穿山甲666,这股快速拉伸直接t掉，基本盘尾会回落接回,222,0,,,,,
2021/4/2 14:08,就等翻两番,杀猪盘来了,224,0,,,,,
2021/4/2 13:10,皮股民一个,抄底,209,0,,,,,
2021/4/2 12:13,股友vnwDAk,这极米适合下午买第二天早上卖，每天晨勃下,266,1,,,,,
